transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
2,2018-10-22,GBP,516762,REFCO1,GBP,2018-10-22,UK - Department for International Development (DFID),GB-GOV-1,GB-GOV-1-300249-105,Malaria Consortium,,,"This is an outgoing commitment to Malaria Consortium of £516,762.00",,,,,,,,,,,,,,GB-GOV-1-300249-105,2,2019-06-06 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Malaria Indicator Survey.,"This activity (Support to Malaria Indicator Survey.) is a component of Strengthening Uganda's Response to Malaria reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £516,762. This component benefits Uganda, and works in the following sector(s): Basic health care, Malaria control. , with the following implementing partners: Malaria Consortium. The start date is 13-08-2018 and the end date is 30-11-2022.",2,2018-08-13,2022-11-30,2018-08-13,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Malaria Consortium,,,,UG,Uganda,,,,,12262;12220,Malaria control;Basic health care,90;10,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2018-10-29,GBP,516762,8148642,GBP,2018-10-29,UK - Department for International Development (DFID),GB-GOV-1,,Malaria Consortium,,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-GOV-1-300249-105,2,2019-06-06 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Malaria Indicator Survey.,"This activity (Support to Malaria Indicator Survey.) is a component of Strengthening Uganda's Response to Malaria reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £516,762. This component benefits Uganda, and works in the following sector(s): Basic health care, Malaria control. , with the following implementing partners: Malaria Consortium. The start date is 13-08-2018 and the end date is 30-11-2022.",2,2018-08-13,2022-11-30,2018-08-13,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Malaria Consortium,,,,UG,Uganda,,,,,12262;12220,Malaria control;Basic health care,90;10,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
2,2015-08-17,GBP,774887,REFCO1,GBP,2015-08-17,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204012-103,AgDevCo,GB-COH-07026479,,"This is an outgoing commitment to AgDevCo of £774,887.00",,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2016-04-08,GBP,1415428,REFCO2,GBP,2016-04-08,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204012-103,AgDevCo,GB-COH-07026479,,"This is an outgoing commitment to AgDevCo of £1,415,428.17",,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2017-04-21,GBP,9701248,REFCO3,GBP,2017-04-21,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204012-103,AgDevCo,GB-COH-07026479,,"This is an outgoing commitment to AgDevCo of £9,701,248.05",,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2015-10-23,GBP,480769,6626295,GBP,2015-10-23,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2015-12-08,GBP,294118,6681028,GBP,2015-12-08,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2016-10-31,GBP,1643115,7088174,GBP,2016-10-31,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2017-07-28,GBP,345065,7481857,GBP,2017-07-28,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2017-10-31,GBP,38147,7603199,GBP,2017-10-31,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2017-12-28,GBP,374293,7695857,GBP,2017-12-28,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2018-07-30,GBP,1094340,8024115,GBP,2018-07-30,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2018-09-04,GBP,2315761,8077552,GBP,2018-09-04,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2018-10-31,GBP,1947495,8151954,GBP,2018-10-31,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2019-10-31,GBP,3497454,8688234,GBP,2019-10-31,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-103,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Company Ltd  (CDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £14,854,422. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo. The start date is 04-04-2014 and the end date is 31-03-2022.",2,2014-04-04,2022-03-31,2014-04-04,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2019-03-12,GBP,1292547,REFCO1,GBP,2019-03-12,UK - Department for International Development (DFID),GB-GOV-1,GB-GOV-1-300249-104,American Institutes for Research,NULL,,"This is an outgoing commitment to American Institutes for Research of £1,292,547.49",,,,,,,,,,,,,,GB-GOV-1-300249-104,2,2019-12-11 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of services for reasearch and evaluation.,"This activity (Procurement of services for reasearch and evaluation.) is a component of Strengthening Uganda's Response to Malaria reported by DFID, with a funding type of 'Procurement of Services' and a budget of £1,399,999. This component benefits Uganda, and works in the following sector(s): Basic health care, Malaria control. , with the following implementing partners: American Institutes for Research. The start date is 21-02-2017 and the end date is 30-11-2022.",2,2017-02-21,2022-11-30,2017-02-21,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,American Institutes for Research,NULL,,,UG,Uganda,,,,,12262;12220,Malaria control;Basic health care,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2019-10-11,GBP,80751,8671450,GBP,2019-10-11,UK - Department for International Development (DFID),GB-GOV-1,,American Institutes for Research,NULL,,Technical & Advisory services,,,,,,,,,,,,,,GB-GOV-1-300249-104,2,2019-12-11 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of services for reasearch and evaluation.,"This activity (Procurement of services for reasearch and evaluation.) is a component of Strengthening Uganda's Response to Malaria reported by DFID, with a funding type of 'Procurement of Services' and a budget of £1,399,999. This component benefits Uganda, and works in the following sector(s): Basic health care, Malaria control. , with the following implementing partners: American Institutes for Research. The start date is 21-02-2017 and the end date is 30-11-2022.",2,2017-02-21,2022-11-30,2017-02-21,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,American Institutes for Research,NULL,,,UG,Uganda,,,,,12262;12220,Malaria control;Basic health care,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2019-11-20,GBP,27224,8718819,GBP,2019-11-20,UK - Department for International Development (DFID),GB-GOV-1,,American Institutes for Research,NULL,,Technical & Advisory services,,,,,,,,,,,,,,GB-GOV-1-300249-104,2,2019-12-11 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of services for reasearch and evaluation.,"This activity (Procurement of services for reasearch and evaluation.) is a component of Strengthening Uganda's Response to Malaria reported by DFID, with a funding type of 'Procurement of Services' and a budget of £1,399,999. This component benefits Uganda, and works in the following sector(s): Basic health care, Malaria control. , with the following implementing partners: American Institutes for Research. The start date is 21-02-2017 and the end date is 30-11-2022.",2,2017-02-21,2022-11-30,2017-02-21,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,American Institutes for Research,NULL,,,UG,Uganda,,,,,12262;12220,Malaria control;Basic health care,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-04-01,GBP,446,,GBP,2019-04-01,UK - Department for International Development (DFID),GB-GOV-1,,,,,Aggregated spend of less than £500 - Financial Year 2019 Quarter 1,,,,,,,,,,,,,,GB-GOV-1-300249-104,2,2019-12-11 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of services for reasearch and evaluation.,"This activity (Procurement of services for reasearch and evaluation.) is a component of Strengthening Uganda's Response to Malaria reported by DFID, with a funding type of 'Procurement of Services' and a budget of £1,399,999. This component benefits Uganda, and works in the following sector(s): Basic health care, Malaria control. , with the following implementing partners: American Institutes for Research. The start date is 21-02-2017 and the end date is 30-11-2022.",2,2017-02-21,2022-11-30,2017-02-21,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,American Institutes for Research,NULL,,,UG,Uganda,,,,,12262;12220,Malaria control;Basic health care,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2016-05-25,GBP,80136,REFCO1,GBP,2016-05-25,UK - Department for International Development (DFID),GB-GOV-1,GB-GOV-1-300249-101,Oxford Policy Management,GB-COH-3122495,,"This is an outgoing commitment to Oxford Policy Management of £80,136.59",,,,,,,,,,,,,,GB-GOV-1-300249-101,2,2018-09-21 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strengthening Uganda's response to Malaria: Design and appraisal,"This activity (Strengthening Uganda's response to Malaria: Design and appraisal) is a component of Strengthening Uganda's Response to Malaria reported by DFID, with a funding type of 'Procurement of Services' and a budget of £80,137. This component benefits Uganda, and works in the following sector(s): Basic health care, Malaria control. , with the following implementing partners: Oxford Policy Management. The start date is 01-06-2016 and the end date is 30-05-2021.",2,2016-06-01,2021-05-30,2016-06-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,12262;12220,Malaria control;Basic health care,90;10,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2017-02-10,GBP,79276,7228624,GBP,2017-02-10,UK - Department for International Development (DFID),GB-GOV-1,,Oxford Policy Management,GB-COH-3122495,,Technical & Advisory services,,,,,,,,,,,,,,GB-GOV-1-300249-101,2,2018-09-21 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strengthening Uganda's response to Malaria: Design and appraisal,"This activity (Strengthening Uganda's response to Malaria: Design and appraisal) is a component of Strengthening Uganda's Response to Malaria reported by DFID, with a funding type of 'Procurement of Services' and a budget of £80,137. This component benefits Uganda, and works in the following sector(s): Basic health care, Malaria control. , with the following implementing partners: Oxford Policy Management. The start date is 01-06-2016 and the end date is 30-05-2021.",2,2016-06-01,2021-05-30,2016-06-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,12262;12220,Malaria control;Basic health care,90;10,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2017-10-18,GBP,860,7591382,GBP,2017-10-18,UK - Department for International Development (DFID),GB-GOV-1,,Oxford Policy Management,GB-COH-3122495,,Technical & Advisory services,,,,,,,,,,,,,,GB-GOV-1-300249-101,2,2018-09-21 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strengthening Uganda's response to Malaria: Design and appraisal,"This activity (Strengthening Uganda's response to Malaria: Design and appraisal) is a component of Strengthening Uganda's Response to Malaria reported by DFID, with a funding type of 'Procurement of Services' and a budget of £80,137. This component benefits Uganda, and works in the following sector(s): Basic health care, Malaria control. , with the following implementing partners: Oxford Policy Management. The start date is 01-06-2016 and the end date is 30-05-2021.",2,2016-06-01,2021-05-30,2016-06-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,12262;12220,Malaria control;Basic health care,90;10,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2015-11-20,GBP,13540,REFCO1,GBP,2015-11-20,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204641-104,Oxford Policy Management,GB-COH-3122495,,"This is an outgoing commitment to Oxford Policy Management of £13,540.42",,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
2,2018-03-15,GBP,28475,REFCO2,GBP,2018-03-15,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204641-104,Oxford Policy Management,GB-COH-3122495,,"This is an outgoing commitment to Oxford Policy Management of £28,475.00",,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
